NFCSnooper version: 01
Absolute timestamp: -3662335184428823378
Time offset, received?, Data
70801, true, 6f0600
413224, true, 6f0500
71464, true, 6f0600
412679, true, 6f0500
70538, true, 6f0600
412709, true, 6f0500
70567, true, 6f0600
412285, true, 6f0500
71139, true, 6f0600
30856120, true, 6f0500
70078, true, 6f0600
414226, true, 6f0500
70051, true, 6f0600
412714, true, 6f0500
70301, true, 6f0600
414063, true, 6f0500
69390, true, 6f0600
413742, true, 6f0500
69558, true, 6f0600
42086963, true, 6f0500
70799, true, 6f0600
412720, true, 6f0500
70312, true, 6f0600
413087, true, 6f0500
71275, true, 6f0600
412508, true, 6f0500
67311, true, 6f0600
415212, true, 6f0500
70325, true, 6f0600
86092595, true, 6f0500
71301, true, 6f0600
410857, true, 6f0500
71669, true, 6f0600
411770, true, 6f0500
71450, true, 6f0600
411898, true, 6f0500
69772, true, 6f0600
414156, true, 6f0500
70637, true, 6f0600
1306756, true, 6f0500
69756, true, 6f0600
412673, true, 6f0500
70343, true, 6f0600
412962, true, 6f0500
70945, true, 6f0600
413161, true, 6f0500
69104, true, 6f0600
414019, true, 6f0500
70246, true, 6f0600
27292877, true, 6f0500
69545, true, 6f0600
412813, true, 6f0500
71201, true, 6f0600
412824, true, 6f0500
68780, true, 6f0600
414285, true, 6f0500
69483, true, 6f0600
414545, true, 6f0500
69200, true, 6f0600
161735709, true, 6f0500
71594, true, 6f0600
411655, true, 6f0500
71784, true, 6f0600
413363, true, 6f0500
68682, true, 6f0600
413741, true, 6f0500
71293, true, 6f0600
413077, true, 6f0500
69406, true, 6f0600
57150340, true, 6f0500
70433, true, 6f0600
411970, true, 6f0500
69769, true, 6f0600
413673, true, 6f0500
70824, true, 6f0600
412841, true, 6f0500
71469, true, 6f0600
411725, true, 6f0500
71837, true, 6f0600
27302816, true, 6f0500
70083, true, 6f0600
413603, true, 6f0500
70497, true, 6f0600
412519, true, 6f0500
70562, true, 6f0600
413318, true, 6f0500
69249, true, 6f0600
413984, true, 6f0500
71116, true, 6f0600
3066650, true, 6f0500
69416, true, 6f0600
414233, true, 6f0500
70423, true, 6f0600
412646, true, 6f0500
71444, true, 6f0600
411766, true, 6f0500
70261, true, 6f0600
414389, true, 6f0500
69482, true, 6f0600
5144142, true, 6f0500
71130, true, 6f0600
413023, true, 6f0500
69226, true, 6f0600
413666, true, 6f0500
71794, true, 6f0600
412288, true, 6f0500
69167, true, 6f0600
414542, true, 6f0500
69653, true, 6f0600
3067361, true, 6f0500
70576, true, 6f0600
412918, true, 6f0500
70391, true, 6f0600
413620, true, 6f0500
71027, true, 6f0600
412416, true, 6f0500
70025, true, 6f0600
413816, true, 6f0500
69889, true, 6f0600
179208027, true, 6f0500
70867, true, 6f0600
414087, true, 6f0500
71647, true, 6f0600
412156, true, 6f0500
71362, true, 6f0600
412859, true, 6f0500
71386, true, 6f0600
411527, true, 6f0500
69389, true, 6f0600
3362487, true, 6f0500
70746, true, 6f0600
412460, true, 6f0500
71575, true, 6f0600
411811, true, 6f0500
71680, true, 6f0600
411619, true, 6f0500
70023, true, 6f0600
413632, true, 6f0500
70131, true, 6f0600
2480514, true, 6f0500
69710, true, 6f0600
414065, true, 6f0500
70768, true, 6f0600
412730, true, 6f0500
70147, true, 6f0600
413067, true, 6f0500
71426, true, 6f0600
412802, true, 6f0500
70015, true, 6f0600
2772764, true, 6f0500
70461, true, 6f0600
412671, true, 6f0500
71471, true, 6f0600
411673, true, 6f0500
71277, true, 6f0600
412627, true, 6f0500
71425, true, 6f0600
412390, true, 6f0500
70474, true, 6f0600
2190135, true, 6f0500
71272, true, 6f0600
412803, true, 6f0500
70964, true, 6f0600
411655, true, 6f0500
71384, true, 6f0600
412355, true, 6f0500
71450, true, 6f0600
413058, true, 6f0500
70988, true, 6f0600
722185, true, 6f0500
70544, true, 6f0600
412413, true, 6f0500
70528, true, 6f0600
412248, true, 6f0500
71736, true, 6f0600
413322, true, 6f0500
71454, true, 6f0600
411862, true, 6f0500
70322, true, 6f0600
1309134, true, 6f0500
71009, true, 6f0600
413137, true, 6f0500
70812, true, 6f0600
412547, true, 6f0500
71210, true, 6f0600
412490, true, 6f0500
71916, true, 6f0600
412253, true, 6f0500
70943, true, 6f0600
722074, true, 6f0500
71045, true, 6f0600
412265, true, 6f0500
71238, true, 6f0600
411234, true, 6f0500
70710, true, 6f0600
413439, true, 6f0500
69963, true, 6f0600
414010, true, 6f0500
69770, true, 6f0600
81408954, true, 6f0500
70780, true, 6f0600
412622, true, 6f0500
69759, true, 6f0600
414217, true, 6f0500
69590, true, 6f0600
415084, true, 6f0500
69644, true, 6f0600
413913, true, 6f0500
69600, true, 6f0600
9874205, true, 6f0500
69430, true, 6f0600
413692, true, 6f0500
70768, true, 6f0600
412868, true, 6f0500
70030, true, 6f0600
413528, true, 6f0500
71286, true, 6f0600
413003, true, 6f0500
70880, true, 6f0600
61922132, true, 6f0500
70758, true, 6f0600
412721, true, 6f0500
71915, true, 6f0600
411804, true, 6f0500
71154, true, 6f0600
413479, true, 6f0500
70991, true, 6f0600
411691, true, 6f0500
70870, true, 6f0600
2187754, true, 6f0500
71759, true, 6f0600
412181, true, 6f0500
71809, true, 6f0600
411634, true, 6f0500
72335, true, 6f0600
411437, true, 6f0500
69544, true, 6f0600
415428, true, 6f0500
69839, true, 6f0600
722804, true, 6f0500
70826, true, 6f0600
412810, true, 6f0500
70518, true, 6f0600
413692, true, 6f0500
70036, true, 6f0600
413544, true, 6f0500
70092, true, 6f0600
413510, true, 6f0500
71307, true, 6f0600
1016279, true, 6f0500
69598, true, 6f0600
414333, true, 6f0500
70099, true, 6f0600
413413, true, 6f0500
70962, true, 6f0600
412789, true, 6f0500
72378, true, 6f0600
411146, true, 6f0500
72297, true, 6f0600
1894880, true, 6f0500
69971, true, 6f0600
413235, true, 6f0500
70248, true, 6f0600
413890, true, 6f0500
70750, true, 6f0600
414496, true, 6f0500
69001, true, 6f0600
414463, true, 6f0500
71237, true, 6f0600
1893871, true, 6f0500
71862, true, 6f0600
412374, true, 6f0500
71323, true, 6f0600
413380, true, 6f0500
69578, true, 6f0600
413635, true, 6f0500
70983, true, 6f0600
414001, true, 6f0500
70783, true, 6f0600
1894680, true, 6f0500
71012, true, 6f0600
413312, true, 6f0500
71083, true, 6f0600
412498, true, 6f0500
70942, true, 6f0600
413838, true, 6f0500
70762, true, 6f0600
413567, true, 6f0500
71030, true, 6f0600
1016554, true, 6f0500
71011, true, 6f0600
413087, true, 6f0500
71876, true, 6f0600
409709, true, 6f0500
73177, true, 6f0600
413543, true, 6f0500
69946, true, 6f0600
413100, true, 6f0500
71763, true, 6f0600
5453596, true, 6f0500
70787, true, 6f0600
414116, true, 6f0500
69739, true, 6f0600
415046, true, 6f0500
70979, true, 6f0600
412095, true, 6f0500
70975, true, 6f0600
414459, true, 6f0500
70977, true, 6f0600
1308410, true, 6f0500
69442, true, 6f0600
414989, true, 6f0500
71040, true, 6f0600
411990, true, 6f0500
71035, true, 6f0600
414223, true, 6f0500
70968, true, 6f0600
412988, true, 6f0500
71293, true, 6f0600
2188134, true, 6f0500
70294, true, 6f0600
414751, true, 6f0500
71462, true, 6f0600
412829, true, 6f0500
71462, true, 6f0600
412432, true, 6f0500
71396, true, 6f0600
412753, true, 6f0500
58483, true, 6f0600
4857012, true, 6f0500
71564, true, 6f0600
412812, true, 6f0500
71178, true, 6f0600
412784, true, 6f0500
70879, true, 6f0600
412462, true, 6f0500
71362, true, 6f0600
412792, true, 6f0500
59424, true, 6f0600
3681961, true, 6f0500
71067, true, 6f0600
412869, true, 6f0500
71199, true, 6f0600
413138, true, 6f0500
71335, true, 6f0600
412394, true, 6f0500
71345, true, 6f0600
412343, true, 6f0500
71408, true, 6f0600
721836, true, 6f0500
71509, true, 6f0600
412368, true, 6f0500
71391, true, 6f0600
412505, true, 6f0500
69174, true, 6f0600
414017, true, 6f0500
71649, true, 6f0600
412506, true, 6f0500
61476, true, 6f0600
11356976, true, 6f0500
69452, true, 6f0600
413827, true, 6f0500
71109, true, 6f0600
412373, true, 6f0500
70011, true, 6f0600
414205, true, 6f0500
70487, true, 6f0600
413373, true, 6f0500
70237, true, 6f0600
18456794, true, 6f0500
71869, true, 6f0600
413210, true, 6f0500
69797, true, 6f0600
413365, true, 6f0500
69644, true, 6f0600
413443, true, 6f0500
71689, true, 6f0600
411571, true, 6f0500
72357, true, 6f0600
2188070, true, 6f0500
70982, true, 6f0600
412433, true, 6f0500
71251, true, 6f0600
413646, true, 6f0500
70571, true, 6f0600
413264, true, 6f0500
70605, true, 6f0600
412258, true, 6f0500
70521, true, 6f0600
2195153, true, 6f0500
70569, true, 6f0600
411987, true, 6f0500
70983, true, 6f0600
414125, true, 6f0500
68255, true, 6f0600
414080, true, 6f0500
72245, true, 6f0600
412398, true, 6f0500
70824, true, 6f0600
1014910, true, 6f0500
69536, true, 6f0600
414348, true, 6f0500
70616, true, 6f0600
412606, true, 6f0500
71396, true, 6f0600
412188, true, 6f0500
69867, true, 6f0600
412910, true, 6f0500
72731, true, 6f0600
6325759, true, 6f0500
71617, true, 6f0600
412414, true, 6f0500
70455, true, 6f0600
412236, true, 6f0500
72042, true, 6f0600
413780, true, 6f0500
71468, true, 6f0600
412415, true, 6f0500
71202, true, 6f0600
23761231, true, 6f0500
70184, true, 6f0600
413134, true, 6f0500
71463, true, 6f0600
413007, true, 6f0500
71172, true, 6f0600
412451, true, 6f0500
70747, true, 6f0600
411855, true, 6f0500
71581, true, 6f0600
1014256, true, 6f0500
70154, true, 6f0600
413390, true, 6f0500
72310, true, 6f0600
412001, true, 6f0500
69958, true, 6f0600
413100, true, 6f0500
71510, true, 6f0600
412900, true, 6f0500
70600, true, 6f0600
8991921, true, 6f0500
71082, true, 6f0600
413280, true, 6f0500
71340, true, 6f0600
412690, true, 6f0500
68852, true, 6f0600
413892, true, 6f0500
68967, true, 6f0600
414453, true, 6f0500
71875, true, 6f0600
3359997, true, 6f0500
70636, true, 6f0600
413721, true, 6f0500
70685, true, 6f0600
411854, true, 6f0500
71144, true, 6f0600
412973, true, 6f0500
71023, true, 6f0600
412004, true, 6f0500
71529, true, 6f0600
1307577, true, 6f0500
71443, true, 6f0600
411129, true, 6f0500
71745, true, 6f0600
411715, true, 6f0500
71988, true, 6f0600
412393, true, 6f0500
71667, true, 6f0600
412915, true, 6f0500
70660, true, 6f0600
1014184, true, 6f0500
70035, true, 6f0600
414015, true, 6f0500
68486, true, 6f0600
415623, true, 6f0500
69447, true, 6f0600
412978, true, 6f0500
71092, true, 6f0600
413363, true, 6f0500
71963, true, 6f0600
1305601, true, 6f0500
71524, true, 6f0600
412541, true, 6f0500
69756, true, 6f0600
414196, true, 6f0500
69766, true, 6f0600
413942, true, 6f0500
70018, true, 6f0600
414388, true, 6f0500
70995, true, 6f0600
721788, true, 6f0500
68910, true, 6f0600
414935, true, 6f0500
70283, true, 6f0600
413204, true, 6f0500
70730, true, 6f0600
412386, true, 6f0500
70292, true, 6f0600
413130, true, 6f0500
70275, true, 6f0600
31163210, true, 6f0500
70041, true, 6f0600
414275, true, 6f0500
70814, true, 6f0600
413029, true, 6f0500
71666, true, 6f0600
411665, true, 6f0500
71359, true, 6f0600
413468, true, 6f0500
46597, true, 6f0600
3407600, true, 6f0500
71795, true, 6f0600
411886, true, 6f0500
70955, true, 6f0600
412699, true, 6f0500
71749, true, 6f0600
412261, true, 6f0500
70890, true, 6f0600
413173, true, 6f0500
71341, true, 6f0600
1307665, true, 6f0500
71579, true, 6f0600
411672, true, 6f0500
71686, true, 6f0600
412878, true, 6f0500
71052, true, 6f0600
412872, true, 6f0500
71158, true, 6f0600
412206, true, 6f0500
71172, true, 6f0600
1599259, true, 6f0500
70650, true, 6f0600
414001, true, 6f0500
70989, true, 6f0600
413524, true, 6f0500
69548, true, 6f0600
413731, true, 6f0500
70620, true, 6f0600
413189, true, 6f0500
71512, true, 6f0600
721920, true, 6f0500
70739, true, 6f0600
412912, true, 6f0500
70348, true, 6f0600
413492, true, 6f0500
69323, true, 6f0600
413536, true, 6f0500
71687, true, 6f0600
411522, true, 6f0500
72036, true, 6f0600
2187284, true, 6f0500
70375, true, 6f0600
413365, true, 6f0500
70085, true, 6f0600
413776, true, 6f0500
69933, true, 6f0600
413471, true, 6f0500
72110, true, 6f0600
411185, true, 6f0500
72123, true, 6f0600
2771775, true, 6f0500
70638, true, 6f0600
411620, true, 6f0500
73481, true, 6f0600
411545, true, 6f0500
71167, true, 6f0600
412439, true, 6f0500
69062, true, 6f0600
415468, true, 6f0500
71575, true, 6f0600
3066400, true, 6f0500
72164, true, 6f0600
412161, true, 6f0500
71486, true, 6f0600
413042, true, 6f0500
69923, true, 6f0600
414417, true, 6f0500
70067, true, 6f0600
412857, true, 6f0500
70455, true, 6f0600
3071140, true, 6f0500
69548, true, 6f0600
413419, true, 6f0500
70953, true, 6f0600
413618, true, 6f0500
70321, true, 6f0600
412485, true, 6f0500
71036, true, 6f0600
414074, true, 6f0500
70735, true, 6f0600
2190469, true, 6f0500
68673, true, 6f0600
415452, true, 6f0500
71905, true, 6f0600
410980, true, 6f0500
71879, true, 6f0600
411895, true, 6f0500
73244, true, 6f0600
412315, true, 6f0500
70529, true, 6f0600
1600154, true, 6f0500
71525, true, 6f0600
412730, true, 6f0500
69594, true, 6f0600
414292, true, 6f0500
70349, true, 6f0600
413275, true, 6f0500
71203, true, 6f0600
412552, true, 6f0500
71167, true, 6f0600
1600184, true, 6f0500
70672, true, 6f0600
412260, true, 6f0500
71520, true, 6f0600
414411, true, 6f0500
71612, true, 6f0600
411454, true, 6f0500
72182, true, 6f0600
412507, true, 6f0500
70026, true, 6f0600
3362452, true, 6f0500
70805, true, 6f0600
412763, true, 6f0500
70772, true, 6f0600
412821, true, 6f0500
71127, true, 6f0600
412668, true, 6f0500
71249, true, 6f0600
412653, true, 6f0500
70659, true, 6f0600
1307830, true, 6f0500
71434, true, 6f0600
412638, true, 6f0500
71183, true, 6f0600
413037, true, 6f0500
69284, true, 6f0600
414403, true, 6f0500
72392, true, 6f0600
410779, true, 6f0500
70965, true, 6f0600
2480415, true, 6f0500
69807, true, 6f0600
412861, true, 6f0500
71886, true, 6f0600
411625, true, 6f0500
70396, true, 6f0600
413353, true, 6f0500
69942, true, 6f0600
414132, true, 6f0500
70054, true, 6f0600
2773198, true, 6f0500
70186, true, 6f0600
413396, true, 6f0500
70716, true, 6f0600
412538, true, 6f0500
71086, true, 6f0600
413127, true, 6f0500
71224, true, 6f0600
412177, true, 6f0500
70696, true, 6f0600
13733159, true, 6f0500
70718, true, 6f0600
413614, true, 6f0500
71070, true, 6f0600
412466, true, 6f0500
71191, true, 6f0600
412450, true, 6f0500
70808, true, 6f0600
413593, true, 6f0500
69654, true, 6f0600
1309087, true, 6f0500
70482, true, 6f0600
411779, true, 6f0500
71263, true, 6f0600
412970, true, 6f0500
70489, true, 6f0600
413776, true, 6f0500
70503, true, 6f0600
414031, true, 6f0500
69661, true, 6f0600
1309188, true, 6f0500
70653, true, 6f0600
412977, true, 6f0500
71655, true, 6f0600
412371, true, 6f0500
71248, true, 6f0600
412657, true, 6f0500
71298, true, 6f0600
412478, true, 6f0500
70958, true, 6f0600
3069583, true, 6f0500
70526, true, 6f0600
413364, true, 6f0500
70389, true, 6f0600
413883, true, 6f0500
70861, true, 6f0600
413075, true, 6f0500
70705, true, 6f0600
411155, true, 6f0500
69476, true, 6f0600
2784751, true, 6f0500
72195, true, 6f0600
412882, true, 6f0500
71617, true, 6f0600
